Date,Vegetable,Noida Price
29-08-2022,Colocasia Leaves,13
30-08-2022,Colocasia Leaves,10
31-08-2022,Colocasia Leaves,10
01-09-2022,Colocasia Leaves,10
02-09-2022,Colocasia Leaves,10
03-09-2022,Colocasia Leaves,10
04-09-2022,Colocasia Leaves,10
05-09-2022,Colocasia Leaves,10
06-09-2022,Colocasia Leaves,14
07-09-2022,Colocasia Leaves,14
08-09-2022,Colocasia Leaves,14
09-09-2022,Colocasia Leaves,14
10-09-2022,Colocasia Leaves,10
11-09-2022,Colocasia Leaves,11
12-09-2022,Colocasia Leaves,11
13-09-2022,Colocasia Leaves,11
14-09-2022,Colocasia Leaves,11
15-09-2022,Colocasia Leaves,11
16-09-2022,Colocasia Leaves,14
17-09-2022,Colocasia Leaves,14
18-09-2022,Colocasia Leaves,14
19-09-2022,Colocasia Leaves,10
20-09-2022,Colocasia Leaves,10
21-09-2022,Colocasia Leaves,10
22-09-2022,Colocasia Leaves,10
23-09-2022,Colocasia Leaves,10
24-09-2022,Colocasia Leaves,10
25-09-2022,Colocasia Leaves,12
26-09-2022,Colocasia Leaves,12
27-09-2022,Colocasia Leaves,12
28-09-2022,Colocasia Leaves,16
29-09-2022,Colocasia Leaves,16
30-09-2022,Colocasia Leaves,15
01-10-2022,Colocasia Leaves,15
02-10-2022,Colocasia Leaves,15
03-10-2022,Colocasia Leaves,15
04-10-2022,Colocasia Leaves,15
05-10-2022,Colocasia Leaves,15
06-10-2022,Colocasia Leaves,15
07-10-2022,Colocasia Leaves,15
08-10-2022,Colocasia Leaves,14
09-10-2022,Colocasia Leaves,14
10-10-2022,Colocasia Leaves,14
11-10-2022,Colocasia Leaves,14
12-10-2022,Colocasia Leaves,11
13-10-2022,Colocasia Leaves,11
14-10-2022,Colocasia Leaves,11
15-10-2022,Colocasia Leaves,14
16-10-2022,Colocasia Leaves,14
17-10-2022,Colocasia Leaves,14
18-10-2022,Colocasia Leaves,15
19-10-2022,Colocasia Leaves,15
20-10-2022,Colocasia Leaves,15
21-10-2022,Colocasia Leaves,15
22-10-2022,Colocasia Leaves,15
23-10-2022,Colocasia Leaves,15
24-10-2022,Colocasia Leaves,13
25-10-2022,Colocasia Leaves,13
26-10-2022,Colocasia Leaves,13
27-10-2022,Colocasia Leaves,13
28-10-2022,Colocasia Leaves,13
29-10-2022,Colocasia Leaves,16
30-10-2022,Colocasia Leaves,16
31-10-2022,Colocasia Leaves,16
01-11-2022,Colocasia Leaves,16
02-11-2022,Colocasia Leaves,16
03-11-2022,Colocasia Leaves,14
04-11-2022,Colocasia Leaves,14
05-11-2022,Colocasia Leaves,14
06-11-2022,Colocasia Leaves,10
07-11-2022,Colocasia Leaves,10
08-11-2022,Colocasia Leaves,10
09-11-2022,Colocasia Leaves,10
10-11-2022,Colocasia Leaves,10
11-11-2022,Colocasia Leaves,10
12-11-2022,Colocasia Leaves,10
13-11-2022,Colocasia Leaves,10
14-11-2022,Colocasia Leaves,10
15-11-2022,Colocasia Leaves,10
16-11-2022,Colocasia Leaves,10
17-11-2022,Colocasia Leaves,10
18-11-2022,Colocasia Leaves,13
19-11-2022,Colocasia Leaves,13
20-11-2022,Colocasia Leaves,13
21-11-2022,Colocasia Leaves,15
22-11-2022,Colocasia Leaves,15
23-11-2022,Colocasia Leaves,15
24-11-2022,Colocasia Leaves,13
25-11-2022,Colocasia Leaves,13
26-11-2022,Colocasia Leaves,11
27-11-2022,Colocasia Leaves,11
28-11-2022,Colocasia Leaves,10
29-11-2022,Colocasia Leaves,10
30-11-2022,Colocasia Leaves,10
01-12-2022,Colocasia Leaves,10
02-12-2022,Colocasia Leaves,10
03-12-2022,Colocasia Leaves,13
04-12-2022,Colocasia Leaves,13
05-12-2022,Colocasia Leaves,13
06-12-2022,Colocasia Leaves,13
07-12-2022,Colocasia Leaves,11
08-12-2022,Colocasia Leaves,11
09-12-2022,Colocasia Leaves,11
10-12-2022,Colocasia Leaves,16
11-12-2022,Colocasia Leaves,16
12-12-2022,Colocasia Leaves,16
13-12-2022,Colocasia Leaves,16
14-12-2022,Colocasia Leaves,15
15-12-2022,Colocasia Leaves,15
16-12-2022,Colocasia Leaves,15
17-12-2022,Colocasia Leaves,15
18-12-2022,Colocasia Leaves,15
19-12-2022,Colocasia Leaves,15
20-12-2022,Colocasia Leaves,15
21-12-2022,Colocasia Leaves,15
22-12-2022,Colocasia Leaves,15
23-12-2022,Colocasia Leaves,15
24-12-2022,Colocasia Leaves,14
25-12-2022,Colocasia Leaves,14
26-12-2022,Colocasia Leaves,14
27-12-2022,Colocasia Leaves,10
28-12-2022,Colocasia Leaves,10
29-12-2022,Colocasia Leaves,10
30-12-2022,Colocasia Leaves,10
31-12-2022,Colocasia Leaves,10
01-01-2023,Colocasia Leaves,10
02-01-2023,Colocasia Leaves,13
03-01-2023,Colocasia Leaves,13
04-01-2023,Colocasia Leaves,16
05-01-2023,Colocasia Leaves,16
06-01-2023,Colocasia Leaves,16
07-01-2023,Colocasia Leaves,16
08-01-2023,Colocasia Leaves,15
09-01-2023,Colocasia Leaves,15
10-01-2023,Colocasia Leaves,15
11-01-2023,Colocasia Leaves,15
12-01-2023,Colocasia Leaves,15
13-01-2023,Colocasia Leaves,15
14-01-2023,Colocasia Leaves,11
15-01-2023,Colocasia Leaves,11
16-01-2023,Colocasia Leaves,11
17-01-2023,Colocasia Leaves,11
18-01-2023,Colocasia Leaves,13
19-01-2023,Colocasia Leaves,13
20-01-2023,Colocasia Leaves,10
21-01-2023,Colocasia Leaves,10
22-01-2023,Colocasia Leaves,10
23-01-2023,Colocasia Leaves,10
24-01-2023,Colocasia Leaves,10
25-01-2023,Colocasia Leaves,11
26-01-2023,Colocasia Leaves,11
27-01-2023,Colocasia Leaves,11
28-01-2023,Colocasia Leaves,14
29-01-2023,Colocasia Leaves,14
30-01-2023,Colocasia Leaves,14
31-01-2023,Colocasia Leaves,13
01-02-2023,Colocasia Leaves,13
02-02-2023,Colocasia Leaves,13
03-02-2023,Colocasia Leaves,15
04-02-2023,Colocasia Leaves,15
05-02-2023,Colocasia Leaves,15
06-02-2023,Colocasia Leaves,12
07-02-2023,Colocasia Leaves,12
08-02-2023,Colocasia Leaves,12
09-02-2023,Colocasia Leaves,11
10-02-2023,Colocasia Leaves,11
11-02-2023,Colocasia Leaves,11
12-02-2023,Colocasia Leaves,10
13-02-2023,Colocasia Leaves,10
14-02-2023,Colocasia Leaves,10
15-02-2023,Colocasia Leaves,10
16-02-2023,Colocasia Leaves,15
17-02-2023,Colocasia Leaves,15
18-02-2023,Colocasia Leaves,15
19-02-2023,Colocasia Leaves,16
20-02-2023,Colocasia Leaves,16
21-02-2023,Colocasia Leaves,16
22-02-2023,Colocasia Leaves,16
23-02-2023,Colocasia Leaves,13
24-02-2023,Colocasia Leaves,13
25-02-2023,Colocasia Leaves,12
26-02-2023,Colocasia Leaves,12
27-02-2023,Colocasia Leaves,12
28-02-2023,Colocasia Leaves,12
01-03-2023,Colocasia Leaves,12
02-03-2023,Colocasia Leaves,12
03-03-2023,Colocasia Leaves,12
04-03-2023,Colocasia Leaves,16
05-03-2023,Colocasia Leaves,16
06-03-2023,Colocasia Leaves,16
07-03-2023,Colocasia Leaves,16
08-03-2023,Colocasia Leaves,16
09-03-2023,Colocasia Leaves,16
10-03-2023,Colocasia Leaves,10
11-03-2023,Colocasia Leaves,10
12-03-2023,Colocasia Leaves,10
13-03-2023,Colocasia Leaves,10
14-03-2023,Colocasia Leaves,14
15-03-2023,Colocasia Leaves,14
16-03-2023,Colocasia Leaves,14
17-03-2023,Colocasia Leaves,12
18-03-2023,Colocasia Leaves,12
19-03-2023,Colocasia Leaves,12
20-03-2023,Colocasia Leaves,12
21-03-2023,Colocasia Leaves,12
22-03-2023,Colocasia Leaves,12
23-03-2023,Colocasia Leaves,12
24-03-2023,Colocasia Leaves,12
25-03-2023,Colocasia Leaves,12
26-03-2023,Colocasia Leaves,13
27-03-2023,Colocasia Leaves,13
28-03-2023,Colocasia Leaves,13
29-03-2023,Colocasia Leaves,16
30-03-2023,Colocasia Leaves,16
31-03-2023,Colocasia Leaves,16
01-02-2022,Colocasia,24
02-02-2022,Colocasia,27
03-02-2022,Colocasia,27
04-02-2022,Colocasia,27
05-02-2022,Colocasia,25
06-02-2022,Colocasia,25
07-02-2022,Colocasia,25
08-02-2022,Colocasia,26
09-02-2022,Colocasia,26
10-02-2022,Colocasia,26
11-02-2022,Colocasia,26
12-02-2022,Colocasia,26
13-02-2022,Colocasia,26
14-02-2022,Colocasia,24
15-02-2022,Colocasia,24
16-02-2022,Colocasia,24
17-02-2022,Colocasia,23
18-02-2022,Colocasia,23
19-02-2022,Colocasia,23
20-02-2022,Colocasia,28
21-02-2022,Colocasia,28
22-02-2022,Colocasia,28
23-02-2022,Colocasia,28
24-02-2022,Colocasia,28
25-02-2022,Colocasia,28
26-02-2022,Colocasia,27
27-02-2022,Colocasia,27
28-02-2022,Colocasia,25
01-03-2022,Colocasia,25
02-03-2022,Colocasia,25
03-03-2022,Colocasia,25
04-03-2022,Colocasia,26
05-03-2022,Colocasia,26
06-03-2022,Colocasia,26
07-03-2022,Colocasia,24
08-03-2022,Colocasia,24
09-03-2022,Colocasia,25
10-03-2022,Colocasia,25
11-03-2022,Colocasia,25
12-03-2022,Colocasia,25
13-03-2022,Colocasia,25
14-03-2022,Colocasia,23
15-03-2022,Colocasia,23
16-03-2022,Colocasia,23
17-03-2022,Colocasia,28
18-03-2022,Colocasia,28
19-03-2022,Colocasia,28
20-03-2022,Colocasia,26
21-03-2022,Colocasia,26
22-03-2022,Colocasia,23
23-03-2022,Colocasia,23
24-03-2022,Colocasia,23
25-03-2022,Colocasia,24
26-03-2022,Colocasia,24
27-03-2022,Colocasia,24
28-03-2022,Colocasia,23
29-03-2022,Colocasia,23
30-03-2022,Colocasia,23
31-03-2022,Colocasia,23
01-04-2022,Colocasia,26
02-04-2022,Colocasia,26
03-04-2022,Colocasia,26
04-04-2022,Colocasia,23
05-04-2022,Colocasia,23
06-04-2022,Colocasia,23
07-04-2022,Colocasia,24
08-04-2022,Colocasia,24
09-04-2022,Colocasia,24
10-04-2022,Colocasia,22
11-04-2022,Colocasia,22
12-04-2022,Colocasia,22
13-04-2022,Colocasia,27
14-04-2022,Colocasia,27
15-04-2022,Colocasia,27
16-04-2022,Colocasia,27
17-04-2022,Colocasia,23
18-04-2022,Colocasia,23
19-04-2022,Colocasia,23
20-04-2022,Colocasia,23
21-04-2022,Colocasia,23
22-04-2022,Colocasia,23
23-04-2022,Colocasia,23
24-04-2022,Colocasia,23
25-04-2022,Colocasia,23
26-04-2022,Colocasia,23
27-04-2022,Colocasia,27
28-04-2022,Colocasia,27
29-04-2022,Colocasia,27
30-04-2022,Colocasia,22
01-05-2022,Colocasia,22
02-05-2022,Colocasia,28
03-05-2022,Colocasia,28
04-05-2022,Colocasia,28
05-05-2022,Colocasia,22
06-05-2022,Colocasia,22
07-05-2022,Colocasia,22
08-05-2022,Colocasia,26
09-05-2022,Colocasia,26
10-05-2022,Colocasia,26
11-05-2022,Colocasia,25
12-05-2022,Colocasia,25
13-05-2022,Colocasia,25
14-05-2022,Colocasia,25
15-05-2022,Colocasia,26
16-05-2022,Colocasia,26
17-05-2022,Colocasia,26
18-05-2022,Colocasia,28
19-05-2022,Colocasia,28
20-05-2022,Colocasia,28
21-05-2022,Colocasia,26
22-05-2022,Colocasia,26
23-05-2022,Colocasia,26
24-05-2022,Colocasia,26
25-05-2022,Colocasia,26
26-05-2022,Colocasia,26
27-05-2022,Colocasia,26
28-05-2022,Colocasia,23
29-05-2022,Colocasia,23
30-05-2022,Colocasia,23
31-05-2022,Colocasia,23
01-06-2022,Colocasia,25
02-06-2022,Colocasia,25
03-06-2022,Colocasia,25
04-06-2022,Colocasia,23
05-06-2022,Colocasia,23
06-06-2022,Colocasia,23
07-06-2022,Colocasia,24
08-06-2022,Colocasia,24
09-06-2022,Colocasia,24
10-06-2022,Colocasia,24
11-06-2022,Colocasia,22
12-06-2022,Colocasia,22
13-06-2022,Colocasia,22
14-06-2022,Colocasia,28
15-06-2022,Colocasia,28
16-06-2022,Colocasia,28
17-06-2022,Colocasia,28
18-06-2022,Colocasia,28
19-06-2022,Colocasia,28
20-06-2022,Colocasia,23
21-06-2022,Colocasia,23
22-06-2022,Colocasia,23
23-06-2022,Colocasia,23
24-06-2022,Colocasia,23
25-06-2022,Colocasia,23
26-06-2022,Colocasia,23
27-06-2022,Colocasia,28
28-06-2022,Colocasia,28
29-06-2022,Colocasia,28
30-06-2022,Colocasia,28
01-07-2022,Colocasia,26
02-07-2022,Colocasia,26
03-07-2022,Colocasia,26
04-07-2022,Colocasia,28
05-07-2022,Colocasia,28
06-07-2022,Colocasia,28
07-07-2022,Colocasia,28
08-07-2022,Colocasia,28
09-07-2022,Colocasia,23
10-07-2022,Colocasia,23
11-07-2022,Colocasia,23
12-07-2022,Colocasia,24
13-07-2022,Colocasia,24
14-07-2022,Colocasia,28
15-07-2022,Colocasia,28
16-07-2022,Colocasia,28
17-07-2022,Colocasia,23
18-07-2022,Colocasia,23
19-07-2022,Colocasia,23
20-07-2022,Colocasia,23
21-07-2022,Colocasia,24
22-07-2022,Colocasia,24
23-07-2022,Colocasia,24
24-07-2022,Colocasia,26
25-07-2022,Colocasia,26
26-07-2022,Colocasia,26
27-07-2022,Colocasia,26
28-07-2022,Colocasia,26
29-07-2022,Colocasia,26
30-07-2022,Colocasia,26
31-07-2022,Colocasia,26
01-08-2022,Colocasia,23
02-08-2022,Colocasia,23
03-08-2022,Colocasia,23
04-08-2022,Colocasia,27
05-08-2022,Colocasia,27
06-08-2022,Colocasia,27
07-08-2022,Colocasia,27
08-08-2022,Colocasia,27
09-08-2022,Colocasia,27
10-08-2022,Colocasia,27
11-08-2022,Colocasia,27
12-08-2022,Colocasia,27
13-08-2022,Colocasia,24
14-08-2022,Colocasia,24
15-08-2022,Colocasia,24
16-08-2022,Colocasia,24
17-08-2022,Colocasia,24
18-08-2022,Colocasia,26
19-08-2022,Colocasia,26
20-08-2022,Colocasia,26
21-08-2022,Colocasia,23
22-08-2022,Colocasia,23
23-08-2022,Colocasia,23
24-08-2022,Colocasia,27
25-08-2022,Colocasia,27
26-08-2022,Colocasia,22
27-08-2022,Colocasia,22
28-08-2022,Colocasia,22
29-08-2022,Colocasia,22
30-08-2022,Colocasia,23
31-08-2022,Colocasia,23
01-09-2022,Colocasia,24
02-09-2022,Colocasia,24
03-09-2022,Colocasia,24
04-09-2022,Colocasia,24
05-09-2022,Colocasia,27
06-09-2022,Colocasia,22
07-09-2022,Colocasia,22
08-09-2022,Colocasia,22
09-09-2022,Colocasia,22
10-09-2022,Colocasia,23
11-09-2022,Colocasia,27
12-09-2022,Colocasia,27
13-09-2022,Colocasia,27
14-09-2022,Colocasia,27
15-09-2022,Colocasia,27
16-09-2022,Colocasia,28
17-09-2022,Colocasia,28
18-09-2022,Colocasia,28
19-09-2022,Colocasia,28
20-09-2022,Colocasia,28
21-09-2022,Colocasia,28
22-09-2022,Colocasia,28
23-09-2022,Colocasia,28
24-09-2022,Colocasia,28
25-09-2022,Colocasia,24
26-09-2022,Colocasia,24
27-09-2022,Colocasia,24
28-09-2022,Colocasia,24
29-09-2022,Colocasia,24
30-09-2022,Colocasia,23
01-10-2022,Colocasia,23
02-10-2022,Colocasia,23
03-10-2022,Colocasia,22
04-10-2022,Colocasia,22
05-10-2022,Colocasia,22
06-10-2022,Colocasia,22
07-10-2022,Colocasia,22
08-10-2022,Colocasia,23
09-10-2022,Colocasia,23
10-10-2022,Colocasia,23
11-10-2022,Colocasia,23
12-10-2022,Colocasia,27
13-10-2022,Colocasia,27
14-10-2022,Colocasia,27
15-10-2022,Colocasia,26
16-10-2022,Colocasia,26
17-10-2022,Colocasia,26
18-10-2022,Colocasia,26
19-10-2022,Colocasia,26
20-10-2022,Colocasia,26
21-10-2022,Colocasia,26
22-10-2022,Colocasia,26
23-10-2022,Colocasia,26
24-10-2022,Colocasia,26
25-10-2022,Colocasia,26
26-10-2022,Colocasia,26
27-10-2022,Colocasia,26
28-10-2022,Colocasia,26
29-10-2022,Colocasia,22
30-10-2022,Colocasia,22
31-10-2022,Colocasia,22
01-11-2022,Colocasia,22
02-11-2022,Colocasia,22
03-11-2022,Colocasia,26
04-11-2022,Colocasia,26
05-11-2022,Colocasia,26
06-11-2022,Colocasia,28
07-11-2022,Colocasia,28
08-11-2022,Colocasia,28
09-11-2022,Colocasia,26
10-11-2022,Colocasia,26
11-11-2022,Colocasia,26
12-11-2022,Colocasia,26
13-11-2022,Colocasia,26
14-11-2022,Colocasia,26
15-11-2022,Colocasia,26
16-11-2022,Colocasia,26
17-11-2022,Colocasia,26
18-11-2022,Colocasia,28
19-11-2022,Colocasia,28
20-11-2022,Colocasia,28
21-11-2022,Colocasia,27
22-11-2022,Colocasia,27
23-11-2022,Colocasia,27
24-11-2022,Colocasia,25
25-11-2022,Colocasia,25
26-11-2022,Colocasia,27
27-11-2022,Colocasia,27
28-11-2022,Colocasia,23
29-11-2022,Colocasia,23
30-11-2022,Colocasia,24
01-12-2022,Colocasia,24
02-12-2022,Colocasia,24
03-12-2022,Colocasia,25
04-12-2022,Colocasia,25
05-12-2022,Colocasia,25
06-12-2022,Colocasia,25
07-12-2022,Colocasia,26
08-12-2022,Colocasia,26
09-12-2022,Colocasia,26
10-12-2022,Colocasia,28
11-12-2022,Colocasia,28
12-12-2022,Colocasia,28
13-12-2022,Colocasia,28
14-12-2022,Colocasia,27
15-12-2022,Colocasia,27
16-12-2022,Colocasia,27
17-12-2022,Colocasia,27
18-12-2022,Colocasia,25
19-12-2022,Colocasia,25
20-12-2022,Colocasia,25
21-12-2022,Colocasia,25
22-12-2022,Colocasia,22
23-12-2022,Colocasia,22
24-12-2022,Colocasia,27
25-12-2022,Colocasia,27
26-12-2022,Colocasia,27
27-12-2022,Colocasia,25
28-12-2022,Colocasia,25
29-12-2022,Colocasia,26
30-12-2022,Colocasia,26
31-12-2022,Colocasia,26
01-01-2023,Colocasia,26
02-01-2023,Colocasia,24
03-01-2023,Colocasia,24
04-01-2023,Colocasia,27
05-01-2023,Colocasia,27
06-01-2023,Colocasia,27
07-01-2023,Colocasia,27
08-01-2023,Colocasia,23
09-01-2023,Colocasia,23
10-01-2023,Colocasia,23
11-01-2023,Colocasia,22
12-01-2023,Colocasia,22
13-01-2023,Colocasia,22
14-01-2023,Colocasia,26
15-01-2023,Colocasia,26
16-01-2023,Colocasia,26
17-01-2023,Colocasia,26
18-01-2023,Colocasia,28
19-01-2023,Colocasia,28
20-01-2023,Colocasia,22
21-01-2023,Colocasia,27
22-01-2023,Colocasia,27
23-01-2023,Colocasia,27
24-01-2023,Colocasia,27
25-01-2023,Colocasia,27
26-01-2023,Colocasia,27
27-01-2023,Colocasia,27
28-01-2023,Colocasia,22
29-01-2023,Colocasia,22
30-01-2023,Colocasia,22
31-01-2023,Colocasia,25
01-02-2023,Colocasia,25
02-02-2023,Colocasia,25
03-02-2023,Colocasia,26
04-02-2023,Colocasia,26
05-02-2023,Colocasia,26
06-02-2023,Colocasia,27
07-02-2023,Colocasia,27
08-02-2023,Colocasia,27
09-02-2023,Colocasia,27
10-02-2023,Colocasia,27
11-02-2023,Colocasia,27
12-02-2023,Colocasia,28
13-02-2023,Colocasia,28
14-02-2023,Colocasia,28
15-02-2023,Colocasia,28
16-02-2023,Colocasia,23
17-02-2023,Colocasia,23
18-02-2023,Colocasia,23
19-02-2023,Colocasia,27
20-02-2023,Colocasia,27
21-02-2023,Colocasia,27
22-02-2023,Colocasia,27
23-02-2023,Colocasia,27
24-02-2023,Colocasia,27
25-02-2023,Colocasia,25
26-02-2023,Colocasia,25
27-02-2023,Colocasia,25
28-02-2023,Colocasia,26
01-03-2023,Colocasia,26
02-03-2023,Colocasia,26
03-03-2023,Colocasia,26
04-03-2023,Colocasia,27
05-03-2023,Colocasia,27
06-03-2023,Colocasia,27
07-03-2023,Colocasia,27
08-03-2023,Colocasia,27
09-03-2023,Colocasia,27
10-03-2023,Colocasia,24
11-03-2023,Colocasia,24
12-03-2023,Colocasia,24
13-03-2023,Colocasia,24
14-03-2023,Colocasia,28
15-03-2023,Colocasia,28
16-03-2023,Colocasia,28
17-03-2023,Colocasia,26
18-03-2023,Colocasia,26
19-03-2023,Colocasia,24
20-03-2023,Colocasia,24
21-03-2023,Colocasia,24
22-03-2023,Colocasia,24
23-03-2023,Colocasia,24
24-03-2023,Colocasia,27
25-03-2023,Colocasia,27
26-03-2023,Colocasia,27
27-03-2023,Colocasia,27
28-03-2023,Colocasia,27
29-03-2023,Colocasia,28
30-03-2023,Colocasia,28
31-03-2023,Colocasia,28
01-02-2022,Coriander Leaves,8
02-02-2022,Coriander Leaves,7
03-02-2022,Coriander Leaves,7
04-02-2022,Coriander Leaves,7
05-02-2022,Coriander Leaves,11
06-02-2022,Coriander Leaves,11
07-02-2022,Coriander Leaves,11
08-02-2022,Coriander Leaves,11
09-02-2022,Coriander Leaves,11
10-02-2022,Coriander Leaves,11
11-02-2022,Coriander Leaves,11
12-02-2022,Coriander Leaves,12
13-02-2022,Coriander Leaves,12
14-02-2022,Coriander Leaves,8
15-02-2022,Coriander Leaves,8
16-02-2022,Coriander Leaves,8
17-02-2022,Coriander Leaves,9
18-02-2022,Coriander Leaves,9
19-02-2022,Coriander Leaves,9
20-02-2022,Coriander Leaves,11
21-02-2022,Coriander Leaves,11
22-02-2022,Coriander Leaves,11
23-02-2022,Coriander Leaves,11
24-02-2022,Coriander Leaves,11
25-02-2022,Coriander Leaves,11
26-02-2022,Coriander Leaves,7
27-02-2022,Coriander Leaves,7
28-02-2022,Coriander Leaves,7
01-03-2022,Coriander Leaves,7
02-03-2022,Coriander Leaves,7
03-03-2022,Coriander Leaves,7
04-03-2022,Coriander Leaves,10
05-03-2022,Coriander Leaves,10
06-03-2022,Coriander Leaves,10
07-03-2022,Coriander Leaves,8
08-03-2022,Coriander Leaves,8
09-03-2022,Coriander Leaves,9
10-03-2022,Coriander Leaves,9
11-03-2022,Coriander Leaves,9
12-03-2022,Coriander Leaves,9
13-03-2022,Coriander Leaves,9
14-03-2022,Coriander Leaves,12
15-03-2022,Coriander Leaves,12
16-03-2022,Coriander Leaves,12
17-03-2022,Coriander Leaves,10
18-03-2022,Coriander Leaves,10
19-03-2022,Coriander Leaves,10
20-03-2022,Coriander Leaves,8
21-03-2022,Coriander Leaves,8
22-03-2022,Coriander Leaves,7
23-03-2022,Coriander Leaves,7
24-03-2022,Coriander Leaves,7
25-03-2022,Coriander Leaves,7
26-03-2022,Coriander Leaves,7
27-03-2022,Coriander Leaves,7
28-03-2022,Coriander Leaves,12
29-03-2022,Coriander Leaves,12
30-03-2022,Coriander Leaves,12
31-03-2022,Coriander Leaves,12
01-04-2022,Coriander Leaves,10
02-04-2022,Coriander Leaves,10
03-04-2022,Coriander Leaves,10
04-04-2022,Coriander Leaves,9
05-04-2022,Coriander Leaves,9
06-04-2022,Coriander Leaves,9
07-04-2022,Coriander Leaves,11
08-04-2022,Coriander Leaves,11
09-04-2022,Coriander Leaves,11
10-04-2022,Coriander Leaves,11
11-04-2022,Coriander Leaves,11
12-04-2022,Coriander Leaves,11
13-04-2022,Coriander Leaves,11
14-04-2022,Coriander Leaves,11
15-04-2022,Coriander Leaves,11
16-04-2022,Coriander Leaves,11
17-04-2022,Coriander Leaves,11
18-04-2022,Coriander Leaves,11
19-04-2022,Coriander Leaves,11
20-04-2022,Coriander Leaves,11
21-04-2022,Coriander Leaves,11
22-04-2022,Coriander Leaves,11
23-04-2022,Coriander Leaves,11
24-04-2022,Coriander Leaves,7
25-04-2022,Coriander Leaves,7
26-04-2022,Coriander Leaves,7
27-04-2022,Coriander Leaves,11
28-04-2022,Coriander Leaves,11
29-04-2022,Coriander Leaves,11
30-04-2022,Coriander Leaves,8
01-05-2022,Coriander Leaves,8
02-05-2022,Coriander Leaves,11
03-05-2022,Coriander Leaves,11
04-05-2022,Coriander Leaves,11
05-05-2022,Coriander Leaves,9
06-05-2022,Coriander Leaves,9
07-05-2022,Coriander Leaves,9
08-05-2022,Coriander Leaves,8
09-05-2022,Coriander Leaves,8
10-05-2022,Coriander Leaves,8
11-05-2022,Coriander Leaves,12
12-05-2022,Coriander Leaves,12
13-05-2022,Coriander Leaves,12
14-05-2022,Coriander Leaves,12
15-05-2022,Coriander Leaves,12
16-05-2022,Coriander Leaves,12
17-05-2022,Coriander Leaves,12
18-05-2022,Coriander Leaves,11
19-05-2022,Coriander Leaves,11
20-05-2022,Coriander Leaves,11
21-05-2022,Coriander Leaves,12
22-05-2022,Coriander Leaves,12
23-05-2022,Coriander Leaves,12
24-05-2022,Coriander Leaves,12
25-05-2022,Coriander Leaves,9
26-05-2022,Coriander Leaves,9
27-05-2022,Coriander Leaves,9
28-05-2022,Coriander Leaves,10
29-05-2022,Coriander Leaves,10
30-05-2022,Coriander Leaves,10
31-05-2022,Coriander Leaves,10
01-06-2022,Coriander Leaves,11
02-06-2022,Coriander Leaves,11
03-06-2022,Coriander Leaves,11
04-06-2022,Coriander Leaves,10
05-06-2022,Coriander Leaves,10
06-06-2022,Coriander Leaves,10
07-06-2022,Coriander Leaves,9
08-06-2022,Coriander Leaves,9
09-06-2022,Coriander Leaves,9
10-06-2022,Coriander Leaves,9
11-06-2022,Coriander Leaves,11
12-06-2022,Coriander Leaves,11
13-06-2022,Coriander Leaves,11
14-06-2022,Coriander Leaves,8
15-06-2022,Coriander Leaves,8
16-06-2022,Coriander Leaves,8
17-06-2022,Coriander Leaves,8
18-06-2022,Coriander Leaves,12
19-06-2022,Coriander Leaves,12
20-06-2022,Coriander Leaves,8
21-06-2022,Coriander Leaves,8
22-06-2022,Coriander Leaves,8
23-06-2022,Coriander Leaves,12
24-06-2022,Coriander Leaves,12
25-06-2022,Coriander Leaves,12
26-06-2022,Coriander Leaves,12
27-06-2022,Coriander Leaves,7
28-06-2022,Coriander Leaves,7
29-06-2022,Coriander Leaves,7
30-06-2022,Coriander Leaves,7
01-07-2022,Coriander Leaves,10
02-07-2022,Coriander Leaves,10
03-07-2022,Coriander Leaves,10
04-07-2022,Coriander Leaves,9
05-07-2022,Coriander Leaves,9
06-07-2022,Coriander Leaves,9
07-07-2022,Coriander Leaves,9
08-07-2022,Coriander Leaves,9
09-07-2022,Coriander Leaves,10
10-07-2022,Coriander Leaves,10
11-07-2022,Coriander Leaves,10
12-07-2022,Coriander Leaves,8
13-07-2022,Coriander Leaves,8
14-07-2022,Coriander Leaves,8
15-07-2022,Coriander Leaves,8
16-07-2022,Coriander Leaves,8
17-07-2022,Coriander Leaves,10
18-07-2022,Coriander Leaves,10
19-07-2022,Coriander Leaves,10
20-07-2022,Coriander Leaves,10
21-07-2022,Coriander Leaves,10
22-07-2022,Coriander Leaves,10
23-07-2022,Coriander Leaves,10
24-07-2022,Coriander Leaves,12
25-07-2022,Coriander Leaves,12
26-07-2022,Coriander Leaves,12
27-07-2022,Coriander Leaves,12
28-07-2022,Coriander Leaves,12
29-07-2022,Coriander Leaves,12
30-07-2022,Coriander Leaves,12
31-07-2022,Coriander Leaves,12
01-08-2022,Coriander Leaves,11
02-08-2022,Coriander Leaves,11
03-08-2022,Coriander Leaves,11
04-08-2022,Coriander Leaves,9
05-08-2022,Coriander Leaves,9
06-08-2022,Coriander Leaves,9
07-08-2022,Coriander Leaves,9
08-08-2022,Coriander Leaves,11
09-08-2022,Coriander Leaves,11
10-08-2022,Coriander Leaves,11
11-08-2022,Coriander Leaves,11
12-08-2022,Coriander Leaves,11
13-08-2022,Coriander Leaves,10
14-08-2022,Coriander Leaves,10
15-08-2022,Coriander Leaves,10
